X1,X2,Class
2.9638537306672443,5.042151566092816,0
5.214479649164479,3.611409085311803,0
3.83748890947982,2.569703755083457,0
2.8646905526854467,3.1896816697498824,0
4.611286919072803,4.911982821134181,0
4.791847752354556,5.180975646367702,0
4.549735311144294,4.210034551091991,0
4.464107148113789,3.481351082281249,0
3.5611578667846646,3.6764410738555506,0
3.7850829534267585,3.203143163441491,0
4.881254814724237,4.114617959915519,0
4.7576043305697695,3.85503446230066,0
4.657918508337117,2.845579537337138,0
4.200847149348717,4.832878553811434,0
4.324381633686067,4.710376846573583,0
4.423676667193754,4.952739840412453,0
3.785768229418657,4.604060105149382,0
2.713524978768958,3.7982600772441724,0
3.4771803064973006,4.238260383275488,0
3.619115053713572,5.437274998017309,0
3.0292260300990534,3.1776833624658556,0
4.447087988058701,4.5369505885604235,0
3.867695363708683,4.487901725880276,0
3.121658428423558,4.979262402726184,0
2.8388251006147405,4.328903483466743,0
4.269425507112863,2.800888447552479,0
4.395321488764026,5.208242200423573,0
3.4282497347504153,3.948727235577328,0
3.2822351344508225,3.5290679402841425,0
4.589824782004963,4.17720447232834,0
2.9364328610560593,3.1474298324522607,0
4.537908430958985,4.986130418168684,0
4.762453493617344,4.330236578492965,0
4.5347432535241845,3.8221020882992893,0
4.792147541715354,3.8262340704003015,0
4.2960290889087185,3.22974400783183,0
3.5862945336877456,5.157920179006523,0
4.929984418458696,4.6551076110534115,0
3.4429425900930757,2.729548806433745,0
3.095714921387719,4.3570299109414155,0
4.446196064483703,4.429890801994073,0
2.7873122646649726,4.036760988721365,0
5.231468859890606,4.270302397206616,0
4.893629608902245,3.4275181992637798,0
3.929921063054565,5.269033693452718,0
3.480861875546176,3.1525772630547246,0
3.613305616998182,4.946810379352985,0
3.0798226884395623,3.8833549999913415,0
3.497047658921495,3.8479993376587496,0
4.241932882539906,4.557674158768261,0
6.851743782302118,4.570585544487953,1
2.533896351890048,2.307021100212258,1
3.1561319424230434,5.971918029159559,1
1.5141560193905477,3.8660046653001303,1
6.496113047635067,2.361852177745606,1
4.009970511167229,6.242033101767138,1
1.7404029886665375,5.426369422724351,1
4.096302538335099,1.2400600149860956,1
4.2972061361443465,6.217812050405193,1
6.4152627069867565,5.268727906634056,1
3.414738516481861,6.294311652653132,1
5.3933638941064315,6.233287049256659,1
6.380754481939757,2.8741728222395233,1
4.905571981472138,1.6314365884006676,1
2.6020106216401517,2.445993236569688,1
5.959783899850984,1.9510521462517811,1
4.7678901932293964,1.8099395530916658,1
4.848533368123677,6.015156152634799,1
5.5931558692477426,2.7246108222705754,1
1.4878632691564748,3.366047881453626,1
4.945509765502392,1.494932696483489,1
5.60185437928229,2.7749738699300677,1
2.9590000615140797,6.286248162739064,1
5.715081365333855,5.419781443483053,1
4.365546424342313,6.61979291219231,1
2.049722271031692,4.9613980171989835,1
5.115286098355527,1.5510649602002662,1
5.529788087012904,2.167991806209987,1
6.933928682824259,4.128240051648325,1
1.8673506829369693,3.8557686681287056,1
1.9671249060678688,5.161038549097404,1
4.368496961980908,6.081100745758344,1
6.133702741952399,6.000286321950977,1
2.494819372012822,6.452246527502283,1
6.1142255881397904,3.20731433933499,1
2.819230045646098,6.383547238896567,1
1.2023901032239732,3.668156978727277,1
3.2566353608243204,1.555320020775365,1
2.3435123839069574,5.911852720872417,1
6.206708493299198,3.604602326996236,1
6.035108249147895,3.5107008983792185,1
3.9675562221047365,6.897034095313508,1
1.1000153705719784,4.050140357002395,1
3.172519569454144,6.499699866255598,1
3.492044443562474,6.283208601091362,1
6.286396216742409,4.53960908583696,1
1.8948664993678421,2.2681664896182703,1
1.1033001685084258,3.951235827094297,1
6.737374672197367,4.917631693648547,1
3.502344563401067,6.734967480040805,1
1.305076313075455,0.6563975104311957,2
7.786444992836896,6.21176771059037,2
6.557317681267069,8.122335901259682,2
7.469268760508294,1.4309554566018634,2
0.728532963573898,1.415010020474866,2
8.549195089097715,4.263176341777257,2
7.96643652030662,6.9381976252199555,2
1.571582139425702,-0.01938832979633176,2
8.567750233546617,4.145316558909856,2
6.177785082546448,7.47046212417682,2
-0.4003396133421484,2.6088483225264634,2
2.2184157954189527,-0.6611795877146482,2
1.6079778852244795,0.620869067993691,2
4.727303509474464,8.459409428672764,2
2.851843399929943,-0.7403063724282113,2
4.379406876526126,8.725562136839152,2
1.8570959167974683,8.179703214505935,2
3.8963414211044545,-0.7013414531571129,2
1.4294271936781002,0.4790173892843921,2
6.506730766351437,0.5141383001958171,2
1.3624029159204865,-0.021571377693161864,2
-0.37383986693809046,1.998321782090073,2
8.04810045636976,6.702087276426807,2
0.688403235322729,7.629498532230651,2
3.569734744970456,8.49077744383695,2
4.169955688174513,8.498306794271762,2
8.729467423299337,3.1902009406981704,2
0.3601334651192749,6.8937063026142775,2
7.661167124064578,1.0496868294200925,2
0.7421487593352416,0.4806204208815248,2
5.358699582335735,-0.6974554482150266,2
-0.33739968697786527,3.92812555202514,2
0.12536852763690298,1.967032432918156,2
-0.0894585228589646,4.19239832005343,2
5.544258690479786,8.309978439194053,2
3.3049079004410755,0.024364577762394646,2
3.141953079903873,8.382387607510557,2
8.48972989959058,4.691336174346378,2
1.382811278601952,0.6051864406444398,2
6.029766147513566,8.117742028436778,2
7.7517239611486985,2.52707787575125,2
7.869369416580847,2.847541447502187,2
8.148921747050007,1.5415605550409905,2
1.0120762377748638,7.175464378729629,2
8.107613268246713,4.400177102810737,2
8.071277813009887,2.031401241389062,2
-0.2925668491686375,6.080074119357468,2
8.123629962997498,3.1231745532012747,2
8.502642584301114,2.9524666547282594,2
6.463370304921999,0.7408788530403618,2
